hit_id,assignment_id,worker_id,variable,value
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95,A24UWUL93BCA60,data,"{""0"":""absent"",""1"":{""How Creative?"":""55"",""Increased AI use makes you feel"":""Equally excited and concerned""},""2"":{""Prompt"":""Backpack"",""Response"":[{""id"":0,""iid"":0,""name"":""A bag can be used as a pillow while travelling. "",""time"":""2024-03-13T21:05:39.779Z""}]},""3"":{""Prompt"":""Pants"",""Response"":[{""id"":1,""iid"":0,""name"":""A pant can be used as a cleaning clothes."",""time"":""2024-03-13T21:07:08.945Z""},{""id"":2,""iid"":1,""name"":""A pant can used as a small rope."",""time"":""2024-03-13T21:08:27.190Z""}]},""4"":{""Prompt"":""Toothbrush"",""Response"":[{""id"":3,""iid"":0,""name"":""A tooth brush can be used as a cleaning tool for small spaces and objects. "",""time"":""2024-03-13T21:09:36.029Z""},{""id"":4,""iid"":1,""name"":""A too brush can be used as a grooming tool."",""time"":""2024-03-13T21:10:09.668Z""}]},""5"":{""Prompt"":""Shoe"",""Response"":[{""id"":5,""iid"":0,""name"":""Shoes can be used to hide small things."",""time"":""2024-03-13T21:12:44.933Z""},{""id"":6,""iid"":1,""name"":""Shoes can be used as playable toys for pets"",""time"":""2024-03-13T21:13:29.077Z""}]},""feedback"":{""q1"":""Somewhat easy"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""55"",""q5"":""No.""},""assignmentId"":""3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A24UWUL93BCA60"",""ts_submitted_"":""2024-03-13T21:14:18.205Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,A3JEZEPRDOOQ58,q1,Somewhat easy
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,A3JEZEPRDOOQ58,q2,Equally excited and concerned
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,A3JEZEPRDOOQ58,q3,4
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,A3JEZEPRDOOQ58,creative-slider,59
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,A3JEZEPRDOOQ58,q5,No.
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,A3JEZEPRDOOQ58,workerId,A3JEZEPRDOOQ58
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,A3JEZEPRDOOQ58,data,"{""0"":""coach"",""1"":{""How Creative?"":""59"",""Increased AI use makes you feel"":""More excited than concerned""},""2"":{""Prompt"":""Ball"",""Response"":[{""id"":0,""name"":""A ball can be used as decorative item. "",""time"":""2024-03-13T21:23:31.596Z"",""iid"":0}]},""3"":{""Prompt"":""Bottle"",""Response"":[{""id"":1,""name"":""A bottle can be used as flower vase"",""time"":""2024-03-13T21:25:14.249Z"",""iid"":0},{""id"":2,""name"":""A bottle can be used to decorate home."",""time"":""2024-03-13T21:26:23.534Z"",""iid"":1}]},""4"":{""Prompt"":""Shoe"",""Response"":[{""id"":3,""name"":""It can be used as a musical instrument by attaching bells or any similer noise making objects to it."",""time"":""2024-03-13T21:28:33.897Z"",""iid"":0}]},""5"":{""Prompt"":""Toothbrush"",""Response"":[{""id"":4,""name"":""A tooth brush can be used for painting."",""time"":""2024-03-13T21:30:32.934Z"",""iid"":0},{""id"":5,""name"":""women can use toothbrush to tie their hair."",""time"":""2024-03-13T21:31:11.690Z"",""iid"":1},{""id"":6,""name"":""A tooth brush can be used to clean small objects."",""time"":""2024-03-13T21:31:46.017Z"",""iid"":2}]},""feedback"":{""q1"":""Somewhat easy"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""59"",""q5"":""No.""},""assignmentId"":""3AMW0RGHOXSL0QWBZIS1ABBN5IINP4"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A3JEZEPRDOOQ58"",""ts_submitted_"":""2024-03-13T21:32:27.834Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,A3C1QLGNYG36M1,q1,Somewhat difficult
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,A3C1QLGNYG36M1,q2,Equally excited and concerned
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,A3C1QLGNYG36M1,q3,4
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,A3C1QLGNYG36M1,creative-slider,17
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,A3C1QLGNYG36M1,q5,No
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,A3C1QLGNYG36M1,workerId,A3C1QLGNYG36M1
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,A3C1QLGNYG36M1,data,"{""0"":""coach"",""1"":{""How Creative?"":""71"",""Increased AI use makes you feel"":""More excited than concerned""},""2"":{""Prompt"":""Pants"",""Response"":[{""id"":0,""name"":""They also can be used to clean some places."",""time"":""2024-03-13T21:45:55.943Z"",""iid"":0}]},""3"":{""Prompt"":""Fork"",""Response"":[{""id"":1,""name"":""They can be used to drill holes in some cases."",""time"":""2024-03-13T21:46:51.012Z"",""iid"":0},{""id"":2,""name"":""They can be used to scratch if itches."",""time"":""2024-03-13T21:47:33.050Z"",""iid"":1}]},""4"":{""Prompt"":""Lightbulb"",""Response"":[{""id"":3,""name"":""They are used to makes things look glorifying."",""time"":""2024-03-13T21:49:20.429Z"",""iid"":0},{""id"":4,""name"":""They are used to give us brightness."",""time"":""2024-03-13T21:50:08.542Z"",""iid"":1}]},""5"":{""Prompt"":""Shoe"",""Response"":[{""id"":5,""name"":""They are used to hold keys in case of emergency purpose if we leave our home in a hurry."",""time"":""2024-03-13T21:52:35.044Z"",""iid"":0},{""id"":6,""name"":""They can hold unwashed socks for a while."",""time"":""2024-03-13T21:52:59.705Z"",""iid"":1}]},""feedback"":{""q1"":""Somewhat difficult"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""17"",""q5"":""No""},""assignmentId"":""3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A3C1QLGNYG36M1"",""ts_submitted_"":""2024-03-13T21:54:18.523Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,A2CKX2DBHYJM1Y,q1,Somewhat difficult
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,A2CKX2DBHYJM1Y,q2,More excited than concerned
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,A2CKX2DBHYJM1Y,q3,4
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,A2CKX2DBHYJM1Y,creative-slider,57
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,A2CKX2DBHYJM1Y,q5,No
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,A2CKX2DBHYJM1Y,workerId,A2CKX2DBHYJM1Y
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,A2CKX2DBHYJM1Y,data,"{""0"":""absent"",""1"":{""How Creative?"":""62"",""Increased AI use makes you feel"":""Equally excited and concerned""},""2"":{""Prompt"":""Tire"",""Response"":[{""id"":0,""iid"":0,""name"":""A wheel can be used as an exercise equipment."",""time"":""2024-03-13T21:58:41.220Z""}]},""3"":{""Prompt"":""Bottle"",""Response"":[{""id"":1,""iid"":0,""name"":""A bottle can be converted into a showpiece by coloring it or putting lights in it."",""time"":""2024-03-13T22:00:47.136Z""},{""id"":2,""iid"":1,""name"":""A bottle can also be used as flower vase."",""time"":""2024-03-13T22:01:24.649Z""}]},""4"":{""Prompt"":""Toothbrush"",""Response"":[{""id"":3,""iid"":0,""name"":""A tooth brush can be used to dye hair or coloring hair."",""time"":""2024-03-13T22:02:44.250Z""},{""id"":4,""iid"":1,""name"":""It can be used to clean nail cuticles."",""time"":""2024-03-13T22:03:29.393Z""}]},""5"":{""Prompt"":""Pants"",""Response"":[{""id"":5,""iid"":0,""name"":""It can be used  as a cushioning  for pets."",""time"":""2024-03-13T22:06:44.603Z""}]},""feedback"":{""q1"":""Somewhat difficult"",""q2"":""More excited than concerned"",""q3"":""4"",""q4"":""57"",""q5"":""No""},""assignmentId"":""3YDGXNSEOJKE8QNOVWBUPGAXPSY84N"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A2CKX2DBHYJM1Y"",""ts_submitted_"":""2024-03-13T22:07:10.852Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,A3BUAU6657FMNA,q1,Somewhat difficult
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,A3BUAU6657FMNA,q2,Equally excited and concerned
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,A3BUAU6657FMNA,q3,4
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,A3BUAU6657FMNA,creative-slider,62
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,A3BUAU6657FMNA,q5,No.
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,A3BUAU6657FMNA,workerId,A3BUAU6657FMNA
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,A3BUAU6657FMNA,data,"{""0"":""absent"",""1"":{""How Creative?"":""62"",""Increased AI use makes you feel"":""Equally excited and concerned""},""2"":{""Prompt"":""Fork"",""Response"":[{""id"":0,""iid"":0,""name"":""A fork can be used to tie long hair."",""time"":""2024-03-13T22:13:20.716Z""},{""id"":1,""iid"":1,""name"":""A fork can be use to decorate room."",""time"":""2024-03-13T22:13:53.959Z""}]},""3"":{""Prompt"":""Toothbrush"",""Response"":[{""id"":2,""iid"":0,""name"":""A tooth brush can be use for painting."",""time"":""2024-03-13T22:15:41.422Z""},{""id"":3,""iid"":1,""name"":""A tooth brush can be use to clean electrical circuit board."",""time"":""2024-03-13T22:16:17.344Z""}]},""4"":{""Prompt"":""Lightbulb"",""Response"":[{""id"":4,""iid"":0,""name"":""A bulb can be use for decorating wall of the house by coloring it."",""time"":""2024-03-13T22:17:56.487Z""}]},""5"":{""Prompt"":""Tire"",""Response"":[{""id"":5,""iid"":0,""name"":""A wheel can be use as exercising equipment."",""time"":""2024-03-13T22:20:54.236Z""},{""id"":6,""iid"":1,""name"":""A wheel can be use to make sitting placce for pets."",""time"":""2024-03-13T22:21:38.628Z""}]},""feedback"":{""q1"":""Somewhat difficult"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""62"",""q5"":""No.""},""assignmentId"":""3S3AMIZX3EVTKPWU5JSSU60MSVBCD7"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A3BUAU6657FMNA"",""ts_submitted_"":""2024-03-13T22:22:25.275Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33PPO7FECF5KXSIUXTOE59YH50LID5,A1D34XFWJBJ3E8,q1,Very easy
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33PPO7FECF5KXSIUXTOE59YH50LID5,A1D34XFWJBJ3E8,q2,Equally excited and concerned
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33PPO7FECF5KXSIUXTOE59YH50LID5,A1D34XFWJBJ3E8,q3,4
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33PPO7FECF5KXSIUXTOE59YH50LID5,A1D34XFWJBJ3E8,creative-slider,100
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33PPO7FECF5KXSIUXTOE59YH50LID5,A1D34XFWJBJ3E8,q5,a little bit lag in this hit.
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33PPO7FECF5KXSIUXTOE59YH50LID5,A1D34XFWJBJ3E8,workerId,A1D34XFWJBJ3E8
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33PPO7FECF5KXSIUXTOE59YH50LID5,A1D34XFWJBJ3E8,data,"{""0"":""generate"",""1"":{""How Creative?"":""100"",""Increased AI use makes you feel"":""Equally excited and concerned""},""2"":{""Prompt"":""Pencil"",""Response"":[{""id"":0,""name"":""used for choose the random option for a one question"",""time"":""2024-03-13T22:52:50.086Z"",""iid"":0}]},""3"":{""Prompt"":""Toothbrush"",""Response"":[{""id"":1,""name"":""we can clean the iron things with this."",""time"":""2024-03-13T22:53:25.443Z"",""iid"":0},{""id"":2,""name"":""we can polish our shoes"",""time"":""2024-03-13T22:53:55.881Z"",""iid"":1},{""id"":3,""name"":""used to clean thhe dirt in a water bottle"",""time"":""2024-03-13T22:54:25.177Z"",""iid"":2}]},""4"":{""Prompt"":""Backpack"",""Response"":[{""id"":4,""name"":""use as a pillow"",""time"":""2024-03-13T22:55:22.594Z"",""iid"":0},{""id"":5,""name"":""self deence"",""time"":""2024-03-13T22:55:49.936Z"",""iid"":1},{""id"":6,""name"":""terrorism material"",""time"":""2024-03-13T22:56:37.547Z"",""iid"":2}]},""5"":{""Prompt"":""Fork"",""Response"":[{""id"":7,""name"":""hurting weapon"",""time"":""2024-03-13T22:58:23.174Z"",""iid"":0},{""id"":8,""name"":""music instrument"",""time"":""2024-03-13T22:58:52.135Z"",""iid"":1},{""id"":9,""name"":""plant stand"",""time"":""2024-03-13T22:59:24.737Z"",""iid"":2},{""id"":10,""name"":""dirt cleaner in corners"",""time"":""2024-03-13T22:59:48.774Z"",""iid"":3}]},""feedback"":{""q1"":""Very easy"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""100"",""q5"":""a little bit lag in this hit.""},""assignmentId"":""33PPO7FECF5KXSIUXTOE59YH50LID5"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A1D34XFWJBJ3E8"",""ts_submitted_"":""2024-03-13T23:00:39.972Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,A2D8FARZ4P8JYY,q1,Somewhat difficult
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,A2D8FARZ4P8JYY,q2,More concerned than excited
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,A2D8FARZ4P8JYY,q3,4
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,A2D8FARZ4P8JYY,creative-slider,99
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,A2D8FARZ4P8JYY,q5,"No, I didn't face any technical issues during this hit."
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,A2D8FARZ4P8JYY,workerId,A2D8FARZ4P8JYY
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,A2D8FARZ4P8JYY,data,"{""0"":""generate"",""1"":{""How Creative?"":""100"",""Increased AI use makes you feel"":""More concerned than excited""},""2"":{""Prompt"":""Lightbulb"",""Response"":[{""id"":0,""name"":""We can use this to create different hand craft and many more things like flower vase."",""time"":""2024-03-13T23:07:10.621Z"",""iid"":0}]},""3"":{""Prompt"":""Ball"",""Response"":[{""id"":1,""name"":""By using this we can ready so many showpieces for decorating our room."",""time"":""2024-03-13T23:08:36.834Z"",""iid"":0},{""id"":2,""name"":""We can use this as a container to keep the food for kitchen."",""time"":""2024-03-13T23:09:23.386Z"",""iid"":1}]},""4"":{""Prompt"":""Backpack"",""Response"":[{""id"":3,""name"":""WE can use this to make plant container."",""time"":""2024-03-13T23:10:48.424Z"",""iid"":0},{""id"":4,""name"":""We can use this bag to store many un used things like toys of kids."",""time"":""2024-03-13T23:11:37.041Z"",""iid"":1}]},""5"":{""Prompt"":""Bottle"",""Response"":[{""id"":5,""name"":""we can make an wonderful decoration with fabric in this glass bottle and will make it more attractive."",""time"":""2024-03-13T23:14:26.533Z"",""iid"":0},{""id"":6,""name"":""we can use it to make light."",""time"":""2024-03-13T23:15:20.477Z"",""iid"":1}]},""feedback"":{""q1"":""Somewhat difficult"",""q2"":""More concerned than excited"",""q3"":""4"",""q4"":""99"",""q5"":""No, I didn't face any technical issues during this hit.""},""assignmentId"":""32EYX73OYKZJ7TWZ9B8CT13WEXRRUM"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A2D8FARZ4P8JYY"",""ts_submitted_"":""2024-03-13T23:17:36.202Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,A2P6TSH9SEDAC,q1,Somewhat easy
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,A2P6TSH9SEDAC,q2,More concerned than excited
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,A2P6TSH9SEDAC,q3,5
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,A2P6TSH9SEDAC,creative-slider,100
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,A2P6TSH9SEDAC,q5,NO
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,A2P6TSH9SEDAC,workerId,A2P6TSH9SEDAC
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,A2P6TSH9SEDAC,data,"{""0"":""generate"",""1"":{""How Creative?"":""100"",""Increased AI use makes you feel"":""More concerned than excited""},""2"":{""Prompt"":""Fork"",""Response"":[{""id"":0,""name"":""FOR EATING"",""time"":""2024-03-14T01:12:09.627Z"",""iid"":0},{""id"":1,""name"":""FORK"",""time"":""2024-03-14T01:12:17.771Z"",""iid"":1},{""id"":2,""name"":""DIFFERENT"",""time"":""2024-03-14T01:12:38.729Z"",""iid"":2},{""id"":3,""name"":""TO BEAT SOMEONE"",""time"":""2024-03-14T01:13:11.609Z"",""iid"":3},{""id"":4,""name"":""BOOKMARK"",""time"":""2024-03-14T01:13:28.056Z"",""iid"":4}]},""3"":{""Prompt"":""Table"",""Response"":[{""id"":5,""name"":""FOR STANDING: IF PEPLE ARE SO SHORT HELP TO CLIMB THIS TABLE"",""time"":""2024-03-14T01:14:46.726Z"",""iid"":0},{""id"":6,""name"":""FOR WOOD USE PRODUCT"",""time"":""2024-03-14T01:15:16.463Z"",""iid"":1},{""id"":7,""name"":"""",""time"":""2024-03-14T01:15:17.765Z"",""iid"":2},{""id"":8,""name"":"""",""time"":""2024-03-14T01:15:17.993Z"",""iid"":3},{""id"":9,""name"":""BOOK STAND"",""time"":""2024-03-14T01:15:32.114Z"",""iid"":4}]},""4"":{""Prompt"":""Bottle"",""Response"":[{""id"":10,""name"":""PLANT POT"",""time"":""2024-03-14T01:15:58.035Z"",""iid"":0},{""id"":11,""name"":""SAVE WATER"",""time"":""2024-03-14T01:16:24.782Z"",""iid"":1},{""id"":12,""name"":""PEN STICK"",""time"":""2024-03-14T01:16:42.242Z"",""iid"":2},{""id"":13,""name"":""PEN STAND"",""time"":""2024-03-14T01:17:35.018Z"",""iid"":3}]},""5"":{""Prompt"":""Pants"",""Response"":[{""id"":14,""name"":""TO STITCH DESIHN CLOTH"",""time"":""2024-03-14T01:19:27.579Z"",""iid"":0},{""id"":15,""name"":""TO STITCH AS TROWSER"",""time"":""2024-03-14T01:20:11.371Z"",""iid"":1}]},""feedback"":{""q1"":""Somewhat easy"",""q2"":""More concerned than excited"",""q3"":""5"",""q4"":""100"",""q5"":""NO""},""assignmentId"":""33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A2P6TSH9SEDAC"",""ts_submitted_"":""2024-03-14T01:21:05.015Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,AJJQ1GYYH8VR2,q1,Somewhat easy
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,AJJQ1GYYH8VR2,q2,More excited than concerned
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,AJJQ1GYYH8VR2,q3,3
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,AJJQ1GYYH8VR2,creative-slider,81
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,AJJQ1GYYH8VR2,q5,NOTHING
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,AJJQ1GYYH8VR2,workerId,AJJQ1GYYH8VR2
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,AJJQ1GYYH8VR2,data,"{""0"":""absent"",""1"":{""How Creative?"":""60"",""Increased AI use makes you feel"":""More concerned than excited""},""2"":{""Prompt"":""Lightbulb"",""Response"":[{""id"":0,""iid"":0,""name"":""LED"",""time"":""2024-03-14T02:50:21.382Z""},{""id"":1,""iid"":1,""name"":""CFL"",""time"":""2024-03-14T02:50:48.909Z""},{""id"":2,""iid"":2,""name"":"""",""time"":""2024-03-14T02:51:12.944Z""},{""id"":3,""iid"":3,""name"":""SOLAR POWER LIGHTING SOLUTION"",""time"":""2024-03-14T02:51:46.385Z""}]},""3"":{""Prompt"":""Toothbrush"",""Response"":[{""id"":4,""iid"":0,""name"":""USING YOUR FINGER"",""time"":""2024-03-14T02:53:19.378Z""},{""id"":5,""iid"":1,""name"":""BAKING SODA"",""time"":""2024-03-14T02:53:32.711Z""},{""id"":6,""iid"":2,""name"":""MOUTHWASH"",""time"":""2024-03-14T02:53:58.349Z""},{""id"":7,""iid"":3,""name"":""FLOSS"",""time"":""2024-03-14T02:54:09.993Z""},{""id"":8,""iid"":4,""name"":""CHEWING GUM"",""time"":""2024-03-14T02:54:43.247Z""}]},""4"":{""Prompt"":""Tire"",""Response"":[]},""5"":{""Prompt"":""Ball"",""Response"":[{""id"":9,""iid"":0,""name"":""STONE "",""time"":""2024-03-14T02:59:55.162Z""},{""id"":10,""iid"":1,""name"":""ROCK"",""time"":""2024-03-14T02:59:56.687Z""}]},""feedback"":{""q1"":""Somewhat easy"",""q2"":""More excited than concerned"",""q3"":""3"",""q4"":""81"",""q5"":""NOTHING""},""assignmentId"":""3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""AJJQ1GYYH8VR2"",""ts_submitted_"":""2024-03-14T03:01:51.193Z""}"
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M81GAB8AK94ZT8TW52HJL13TRGBQO,A1M7R2XY0YNLHG,q1,Very easy
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M81GAB8AK94ZT8TW52HJL13TRGBQO,A1M7R2XY0YNLHG,q2,Equally excited and concerned
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M81GAB8AK94ZT8TW52HJL13TRGBQO,A1M7R2XY0YNLHG,q3,5
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M81GAB8AK94ZT8TW52HJL13TRGBQO,A1M7R2XY0YNLHG,creative-slider,100
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M81GAB8AK94ZT8TW52HJL13TRGBQO,A1M7R2XY0YNLHG,q5,No technical issues.
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M81GAB8AK94ZT8TW52HJL13TRGBQO,A1M7R2XY0YNLHG,workerId,A1M7R2XY0YNLHG
31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,3M81GAB8AK94ZT8TW52HJL13TRGBQO,A1M7R2XY0YNLHG,data,"{""0"":""coach"",""1"":{""How Creative?"":""100"",""Increased AI use makes you feel"":""Equally excited and concerned""},""2"":{""Prompt"":""Table"",""Response"":[{""id"":0,""name"":""person eat to meals."",""time"":""2024-03-14T02:56:19.315Z"",""iid"":0}]},""3"":{""Prompt"":""Toothbrush"",""Response"":[{""id"":1,""name"":""clean to  bottles"",""time"":""2024-03-14T02:57:30.285Z"",""iid"":0},{""id"":2,""name"":""Remove crayon"",""time"":""2024-03-14T02:58:26.619Z"",""iid"":1}]},""4"":{""Prompt"":""Shoe"",""Response"":[{""id"":3,""name"":""Turn baby shoes into pin cushions."",""time"":""2024-03-14T03:00:08.073Z"",""iid"":0}]},""5"":{""Prompt"":""Tire"",""Response"":[{""id"":4,""name"":""Tire planter"",""time"":""2024-03-14T03:02:19.275Z"",""iid"":0},{""id"":5,""name"":""Rubber mulch"",""time"":""2024-03-14T03:02:52.689Z"",""iid"":1},{""id"":6,""name"":""Tire swings"",""time"":""2024-03-14T03:03:22.104Z"",""iid"":2}]},""feedback"":{""q1"":""Very easy"",""q2"":""Equally excited and concerned"",""q3"":""5"",""q4"":""100"",""q5"":""No technical issues.""},""assignmentId"":""3M81GAB8AK94ZT8TW52HJL13TRGBQO"",""hitId"":""31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE"",""workerId"":""A1M7R2XY0YNLHG"",""ts_submitted_"":""2024-03-14T03:04:51.054Z""}"
